id,tipo_equipo,enciende,sufrio_golpe,hace_ruido,sobrecalienta,muy_lento,pantalla_negra,pantalla_azul,no_imprime,atasca_papel,imprime_lineas,succion_bomba,no_enciende_del_todo,reinicia_solo,error_sistema,pitidos_encendido,funciona_sin_bateria,funciona_tras_golpe,muy_lento_post_formato,tipo_falla,reparacion,costo_aprox
3077,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SO incompatible,Reinstalación con SO compatible,48.44
3078,PC de escritorio,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,SO incompatible,Reinstalación con SO compatible,59.63
3079,Laptop,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,SO incompatible,Reinstalación con SO compatible,46.78
3080,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SO incompatible,Reinstalación con SO compatible,50.4
3081,PC de escritorio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SO incompatible,Reinstalación con SO compatible,45.98
3082,Laptop,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SO incompatible,Reinstalación con SO compatible,52.33
3083,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SO incompatible,Reinstalación con SO compatible,46.03
3084,Laptop,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,SO incompatible,Reinstalación con SO compatible,50.65
3085,Laptop,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,SO incompatible,Reinstalación con SO compatible,50.21
3086,Laptop,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,SO incompatible,Reinstalación con SO compatible,50.75
3087,PC de escritorio,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,SO incompatible,Reinstalación con SO compatible,53.96
3088,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,SO incompatible,Reinstalación con SO compatible,57.51
3089,PC de escritorio,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,SO incompatible,Reinstalación con SO compatible,41.62
3090,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SO incompatible,Reinstalación con SO compatible,50.56
3091,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,41.24
3092,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.15
3093,Laptop,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.1
3094,PC de escritorio,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.04
3095,Laptop,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.15
3096,PC de escritorio,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,Sobrecalentamiento,Limpieza interna y pasta térmica,46.77
3097,PC de escritorio,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.24
3098,PC de escritorio,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.15
3099,Laptop,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,Sobrecalentamiento,Limpieza interna y pasta térmica,48.59
3100,Laptop,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,46.53
3101,PC de escritorio,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,45.74
3102,Laptop,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,46.19
3103,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.89
3104,PC de escritorio,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.51
3105,Laptop,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.61
3106,Laptop,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.1
3107,Laptop,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,46.78
3108,Laptop,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.0
3109,Laptop,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,47.33
3110,PC de escritorio,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Sobrecalentamiento,Limpieza interna y pasta térmica,43.87
3111,Laptop,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.18
3112,Laptop,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.1
3113,PC de escritorio,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,42.28
3114,Laptop,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,46.24
3115,PC de escritorio,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.82
3116,PC de escritorio,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,41.38
3117,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,41.56
3118,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.4
3119,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.05
3120,PC de escritorio,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.31
3121,PC de escritorio,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.2
3122,Laptop,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.06
3123,Laptop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,46.5
3124,PC de escritorio,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,42.6
3125,Laptop,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.15
3126,PC de escritorio,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,41.7
3127,Laptop,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Sobrecalentamiento,Limpieza interna y pasta térmica,48.48
3128,Laptop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.56
3129,Laptop,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.21
3130,PC de escritorio,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.91
3131,PC de escritorio,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,45.76
3132,PC de escritorio,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,46.27
3133,Laptop,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,47.4
3134,Laptop,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.18
3135,PC de escritorio,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.17
3136,Laptop,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,45.58
3137,PC de escritorio,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,46.02
3138,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,45.4
3139,Laptop,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,47.95
3140,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.95
3141,PC de escritorio,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.29
3142,PC de escritorio,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.99
3143,PC de escritorio,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,46.9
3144,Laptop,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,47.39
3145,PC de escritorio,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Sobrecalentamiento,Limpieza interna y pasta térmica,41.58
3146,PC de escritorio,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,42.78
3147,PC de escritorio,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.76
3148,PC de escritorio,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.91
3149,Laptop,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,41.56
3150,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,45.62
3151,PC de escritorio,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.99
3152,Laptop,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.08
3153,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,46.6
3154,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.95
3155,Laptop,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.09
3156,PC de escritorio,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.55
3157,PC de escritorio,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,46.05
3158,Laptop,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.15
3159,Laptop,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,41.04
3160,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.77
3161,PC de escritorio,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.78
3162,Laptop,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,42.45
3163,Laptop,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.8
3164,Laptop,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.38
3165,Laptop,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.61
3166,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.66
3167,Laptop,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.29
3168,PC de escritorio,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,42.49
3169,PC de escritorio,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.75
3170,PC de escritorio,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,42.26
3171,PC de escritorio,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,45.21
3172,Laptop,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,Sobrecalentamiento,Limpieza interna y pasta térmica,47.94
3173,Laptop,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.53
3174,Laptop,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,42.31
3175,PC de escritorio,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.74
3176,PC de escritorio,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.71
3177,Laptop,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.06
3178,PC de escritorio,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.98
3179,PC de escritorio,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,Sobrecalentamiento,Limpieza interna y pasta térmica,43.05
3180,Laptop,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.77
3181,PC de escritorio,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,47.72
3182,Laptop,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.14
3183,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.59
3184,Laptop,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,47.5
3185,Laptop,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,42.26
3186,PC de escritorio,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.13
3187,PC de escritorio,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Sobrecalentamiento,Limpieza interna y pasta térmica,44.95
3188,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.99
3189,PC de escritorio,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,47.59
3190,PC de escritorio,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.73
3191,PC de escritorio,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.93
3192,Laptop,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.95
3193,Laptop,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,Sobrecalentamiento,Limpieza interna y pasta térmica,47.31
3194,Laptop,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,47.22
3195,Laptop,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,45.2
3196,PC de escritorio,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,41.56
3197,Laptop,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.12
3198,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.4
3199,Laptop,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.71
3200,Laptop,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.49
3201,Laptop,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,47.37
3202,PC de escritorio,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,Sobrecalentamiento,Limpieza interna y pasta térmica,45.4
3203,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,46.5
3204,Laptop,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,47.84
3205,Laptop,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.41
3206,Laptop,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,45.8
3207,Laptop,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,41.0
3208,Laptop,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,41.09
3209,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.37
3210,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.26
3211,PC de escritorio,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.91
3212,Laptop,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,42.75
3213,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,42.63
3214,Laptop,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,42.86
3215,Laptop,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.1
3216,PC de escritorio,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.9
3217,Laptop,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,41.05
3218,Laptop,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.92
3219,PC de escritorio,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.9
3220,Laptop,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.85
3221,Laptop,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,42.4
3222,Laptop,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.18
3223,PC de escritorio,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,47.15
3224,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,45.68
3225,PC de escritorio,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Sobrecalentamiento,Limpieza interna y pasta térmica,44.79
3226,PC de escritorio,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Sobrecalentamiento,Limpieza interna y pasta térmica,46.72
3227,Laptop,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,41.77
3228,PC de escritorio,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,41.79
3229,Laptop,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,45.91
3230,PC de escritorio,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,47.3
3231,Laptop,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,47.63
3232,PC de escritorio,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.53
3233,Laptop,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.85
3234,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,42.31
3235,PC de escritorio,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.42
3236,Laptop,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.69
3237,PC de escritorio,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.93
3238,PC de escritorio,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.44
3239,PC de escritorio,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,42.52
3240,Laptop,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.89
3241,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.94
3242,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.78
3243,Laptop,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.92
3244,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.12
3245,PC de escritorio,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Sobrecalentamiento,Limpieza interna y pasta térmica,46.64
3246,Laptop,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,45.04
3247,Laptop,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.28
3248,Laptop,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.42
3249,Laptop,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.42
3250,PC de escritorio,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.73
3251,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,45.05
3252,Laptop,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,50.0
3253,PC de escritorio,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,41.74
3254,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.19
3255,Laptop,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.82
3256,Laptop,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Sobrecalentamiento,Limpieza interna y pasta térmica,44.37
3257,Laptop,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.57
3258,Laptop,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,41.15
3259,PC de escritorio,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.76
3260,PC de escritorio,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,41.33
